control_id,frontend_name,frontend_category,api_json_path,db_table,db_column_or_json_path,db_key_or_join,link_status,value_policy,null_policy,note
svg-reagent-s36-z-start,试剂_S36_Z-Start探液高度,界面控件,$.control_values.svg-reagent-s36-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s36-z-end,试剂_S36_Z-End针尖最大下降深度,界面控件,$.control_values.svg-reagent-s36-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s36-z-dispens,试剂_S36_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-reagent-s36-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s36-pipette-card,试剂_S36_通道移液面板,界面控件,$.control_values.svg-reagent-s36-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s36-pipette-well,试剂_S36_移液孔位,界面控件,$.control_values.svg-reagent-s36-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s36-pipette-volume,试剂_S36_移液液量,界面控件,$.control_values.svg-reagent-s36-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s36-pipette-needle,试剂_S36_控制针,界面控件,$.control_values.svg-reagent-s36-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s46-barcode-roi-card,试剂_S46_条码ROI面板,界面控件,$.control_values.svg-reagent-s46-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s46-barcode-roi-left,试剂_S46_ROI Left,界面控件,$.control_values.svg-reagent-s46-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s46-barcode-roi-top,试剂_S46_ROI Top,界面控件,$.control_values.svg-reagent-s46-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s46-barcode-roi-width,试剂_S46_ROI Width,界面控件,$.control_values.svg-reagent-s46-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s46-barcode-roi-height,试剂_S46_ROI Height,界面控件,$.control_values.svg-reagent-s46-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s46-well-engineering-card,试剂_S46_孔位Z参数面板,界面控件,$.control_values.svg-reagent-s46-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s46-liquid-class,试剂_S46_液体类型,界面控件,$.control_values.svg-reagent-s46-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-reagent-s46-z-travel,试剂_S46_Z-Travel安全移动高度,界面控件,$.control_values.svg-reagent-s46-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s46-z-start,试剂_S46_Z-Start探液高度,界面控件,$.control_values.svg-reagent-s46-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s46-z-end,试剂_S46_Z-End针尖最大下降深度,界面控件,$.control_values.svg-reagent-s46-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s46-z-dispens,试剂_S46_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-reagent-s46-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s46-pipette-card,试剂_S46_通道移液面板,界面控件,$.control_values.svg-reagent-s46-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s46-pipette-well,试剂_S46_移液孔位,界面控件,$.control_values.svg-reagent-s46-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s46-pipette-volume,试剂_S46_移液液量,界面控件,$.control_values.svg-reagent-s46-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s46-pipette-needle,试剂_S46_控制针,界面控件,$.control_values.svg-reagent-s46-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s56-barcode-roi-card,试剂_S56_条码ROI面板,界面控件,$.control_values.svg-reagent-s56-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s56-barcode-roi-left,试剂_S56_ROI Left,界面控件,$.control_values.svg-reagent-s56-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s56-barcode-roi-top,试剂_S56_ROI Top,界面控件,$.control_values.svg-reagent-s56-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s56-barcode-roi-width,试剂_S56_ROI Width,界面控件,$.control_values.svg-reagent-s56-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s56-barcode-roi-height,试剂_S56_ROI Height,界面控件,$.control_values.svg-reagent-s56-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s56-well-engineering-card,试剂_S56_孔位Z参数面板,界面控件,$.control_values.svg-reagent-s56-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s56-liquid-class,试剂_S56_液体类型,界面控件,$.control_values.svg-reagent-s56-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-reagent-s56-z-travel,试剂_S56_Z-Travel安全移动高度,界面控件,$.control_values.svg-reagent-s56-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s56-z-start,试剂_S56_Z-Start探液高度,界面控件,$.control_values.svg-reagent-s56-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s56-z-end,试剂_S56_Z-End针尖最大下降深度,界面控件,$.control_values.svg-reagent-s56-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s56-z-dispens,试剂_S56_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-reagent-s56-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s56-pipette-card,试剂_S56_通道移液面板,界面控件,$.control_values.svg-reagent-s56-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s56-pipette-well,试剂_S56_移液孔位,界面控件,$.control_values.svg-reagent-s56-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s56-pipette-volume,试剂_S56_移液液量,界面控件,$.control_values.svg-reagent-s56-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s56-pipette-needle,试剂_S56_控制针,界面控件,$.control_values.svg-reagent-s56-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s17-barcode-roi-card,试剂_S17_条码ROI面板,界面控件,$.control_values.svg-reagent-s17-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s17-barcode-roi-left,试剂_S17_ROI Left,界面控件,$.control_values.svg-reagent-s17-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s17-barcode-roi-top,试剂_S17_ROI Top,界面控件,$.control_values.svg-reagent-s17-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s17-barcode-roi-width,试剂_S17_ROI Width,界面控件,$.control_values.svg-reagent-s17-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s17-barcode-roi-height,试剂_S17_ROI Height,界面控件,$.control_values.svg-reagent-s17-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s17-well-engineering-card,试剂_S17_孔位Z参数面板,界面控件,$.control_values.svg-reagent-s17-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s17-liquid-class,试剂_S17_液体类型,界面控件,$.control_values.svg-reagent-s17-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-reagent-s17-z-travel,试剂_S17_Z-Travel安全移动高度,界面控件,$.control_values.svg-reagent-s17-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s17-z-start,试剂_S17_Z-Start探液高度,界面控件,$.control_values.svg-reagent-s17-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s17-z-end,试剂_S17_Z-End针尖最大下降深度,界面控件,$.control_values.svg-reagent-s17-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s17-z-dispens,试剂_S17_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-reagent-s17-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s17-pipette-card,试剂_S17_通道移液面板,界面控件,$.control_values.svg-reagent-s17-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s17-pipette-well,试剂_S17_移液孔位,界面控件,$.control_values.svg-reagent-s17-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s17-pipette-volume,试剂_S17_移液液量,界面控件,$.control_values.svg-reagent-s17-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s17-pipette-needle,试剂_S17_控制针,界面控件,$.control_values.svg-reagent-s17-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s27-barcode-roi-card,试剂_S27_条码ROI面板,界面控件,$.control_values.svg-reagent-s27-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s27-barcode-roi-left,试剂_S27_ROI Left,界面控件,$.control_values.svg-reagent-s27-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s27-barcode-roi-top,试剂_S27_ROI Top,界面控件,$.control_values.svg-reagent-s27-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s27-barcode-roi-width,试剂_S27_ROI Width,界面控件,$.control_values.svg-reagent-s27-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s27-barcode-roi-height,试剂_S27_ROI Height,界面控件,$.control_values.svg-reagent-s27-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s27-well-engineering-card,试剂_S27_孔位Z参数面板,界面控件,$.control_values.svg-reagent-s27-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s27-liquid-class,试剂_S27_液体类型,界面控件,$.control_values.svg-reagent-s27-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-reagent-s27-z-travel,试剂_S27_Z-Travel安全移动高度,界面控件,$.control_values.svg-reagent-s27-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s27-z-start,试剂_S27_Z-Start探液高度,界面控件,$.control_values.svg-reagent-s27-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s27-z-end,试剂_S27_Z-End针尖最大下降深度,界面控件,$.control_values.svg-reagent-s27-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s27-z-dispens,试剂_S27_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-reagent-s27-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s27-pipette-card,试剂_S27_通道移液面板,界面控件,$.control_values.svg-reagent-s27-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s27-pipette-well,试剂_S27_移液孔位,界面控件,$.control_values.svg-reagent-s27-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s27-pipette-volume,试剂_S27_移液液量,界面控件,$.control_values.svg-reagent-s27-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s27-pipette-needle,试剂_S27_控制针,界面控件,$.control_values.svg-reagent-s27-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s37-barcode-roi-card,试剂_S37_条码ROI面板,界面控件,$.control_values.svg-reagent-s37-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s37-barcode-roi-left,试剂_S37_ROI Left,界面控件,$.control_values.svg-reagent-s37-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s37-barcode-roi-top,试剂_S37_ROI Top,界面控件,$.control_values.svg-reagent-s37-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s37-barcode-roi-width,试剂_S37_ROI Width,界面控件,$.control_values.svg-reagent-s37-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
